id,Dedao,Apontador,Dedo do meio,Anelar,Dedinho
34,1023,959,986,974,1021
39,1023,959,984,976,1016
61,1023,959,978,976,1014
62,1023,959,980,975,1015
71,1023,959,981,975,1017
97,1023,959,985,973,1022
106,1023,959,984,975,1021
107,1023,959,983,976,1021
108,1023,959,984,977,1021
109,1023,959,984,987,1020
117,1023,959,985,980,1021
118,1023,959,984,980,1021
148,1023,955,983,968,1016
149,1023,955,982,973,1016
150,1023,954,982,973,1016
151,1023,954,982,973,1016
152,1023,954,981,966,1016
153,1023,956,982,970,1016
155,1023,954,980,970,1016
156,1023,954,981,980,1016
157,1023,954,981,975,1016
158,1023,954,981,977,1016
159,1023,954,982,983,1016
160,1023,954,982,990,1015
183,1023,963,982,975,1015
184,1023,962,982,973,1014
185,1023,962,982,973,1013
186,1023,962,981,974,1016
187,1023,963,981,976,1022
188,1023,963,982,975,1021
189,1023,962,981,972,1021
190,1023,962,982,977,1021
191,1023,962,982,977,1023
192,1023,963,980,976,1021
193,1023,961,981,974,1017
194,1023,962,981,974,1020
195,1023,962,981,977,1018
196,1023,961,982,976,1021
197,1023,963,981,982,1021
198,1023,962,981,976,1022
199,1023,962,981,975,1022
200,1023,962,981,975,1019
201,1023,960,981,975,1022
202,1023,962,981,974,1022
203,1023,961,980,976,1022
204,1023,961,981,974,1022
205,1023,961,980,973,1022
206,1023,961,982,975,1023
207,1023,962,982,975,1022
208,1023,962,982,975,1023
209,1023,961,982,984,1022
210,1023,961,982,989,1022
211,1023,961,982,988,1022
212,1023,961,980,979,1020
213,1023,961,981,974,1022
214,1023,961,982,973,1020
215,1023,961,983,974,1016
216,1023,961,982,978,1020
217,1023,961,982,979,1022
218,1023,961,982,979,1017
219,1023,961,982,979,1014
220,1023,962,981,973,1021
221,1023,962,981,978,1009
222,1023,962,980,978,979
223,1023,962,980,978,910
224,1023,961,982,979,917
225,1023,961,982,975,885
226,1023,961,981,982,895
227,1023,961,982,982,895
228,1023,961,982,978,891
229,1023,961,982,974,862
230,1023,961,982,975,965
231,1023,961,982,975,912
232,1023,961,981,974,858
233,1023,961,981,980,860
234,1023,961,981,973,871
235,1023,961,981,974,906
236,1023,961,981,975,890
237,1023,961,981,974,888
238,1023,962,981,973,890
239,1023,962,981,974,887
240,1023,962,981,976,887
241,1023,962,981,975,899
242,1023,962,981,975,883
243,1023,962,982,975,900
244,1023,961,982,975,923
245,1023,962,981,975,946
246,1023,962,982,976,999
247,1023,962,981,975,1020
248,1023,962,981,976,1023
249,1023,961,981,976,1022
250,1023,961,981,976,1022
251,1023,962,981,976,1022
252,1023,962,981,976,1021
253,1023,961,981,976,1021
254,1023,961,981,975,1022
255,1023,962,982,976,1022
256,1023,962,982,975,1021
257,1023,962,982,976,1016
258,1023,962,981,976,992
259,1023,962,981,976,905
260,1023,962,981,977,899
261,1023,962,981,977,877
262,1023,961,981,976,887
263,1023,962,981,978,864
264,1023,961,982,976,861
265,1023,962,982,978,864
266,1023,962,982,978,863
267,1023,962,982,978,863
268,1023,962,982,978,877
269,1023,961,981,978,886
270,1023,962,982,978,929
271,1023,961,982,978,939
272,1023,962,982,978,1018
273,1023,962,981,977,1002
274,1023,963,981,978,975
275,1023,962,981,977,1009
276,1023,963,981,977,1018
277,1023,962,981,977,1022
278,1023,962,981,977,1023
279,1023,962,981,985,1023
280,1023,962,982,976,1023
281,1023,962,981,977,1022
282,1023,962,981,978,1022
283,1023,962,983,978,1022
285,1023,962,983,983,1023
286,1023,965,980,979,1023
287,1023,964,985,978,1021
288,1023,963,984,978,1021
289,1023,966,985,979,1012
290,1023,962,983,979,1014
291,1023,962,980,983,1022
292,1023,963,980,983,1021
293,1023,962,980,981,1022
294,1023,961,981,983,1023
295,1023,962,980,980,1023
296,1023,962,980,980,1023
297,1023,963,980,980,1023
298,1023,962,981,984,1022
299,1023,962,980,981,1021
300,1023,962,980,982,1022
301,1023,962,980,981,1022
302,1023,962,980,981,1017
304,1023,962,980,980,1019
305,1023,962,980,983,1020
306,1023,962,980,984,1021
307,1023,962,981,983,1022
308,1023,962,980,984,1016
312,1023,962,980,978,1015
313,1023,962,980,980,1019
316,1023,959,980,985,1019
317,1023,959,980,983,1016
318,1023,961,980,981,1015
319,1023,961,980,980,1012
320,1023,961,980,981,1011
321,1023,961,980,982,1012
323,1023,960,981,984,1016
324,1023,960,981,986,1012
325,1023,960,981,986,1017
326,1023,962,981,987,1015
327,1023,962,981,987,1013
328,1023,962,980,988,1020
329,1023,962,980,987,1017
330,1023,962,980,988,1011
331,1023,962,980,988,1020
332,1023,962,980,989,1021
333,1023,961,980,989,1011
334,1023,961,980,987,1012
335,1023,962,980,988,1012
336,1023,961,980,987,1011
337,1023,961,980,986,1011
339,1023,961,980,986,1010
340,1023,961,978,986,1010
341,1023,961,978,986,1013
342,1023,960,978,982,1014
344,1023,959,978,982,1015
346,1023,959,981,985,1013
361,1023,959,981,985,1015
362,1023,959,981,985,1013
363,1023,959,981,984,1013
364,1023,959,981,985,1016
365,1023,959,981,982,1014
366,1023,959,981,980,1020
368,1023,959,981,980,1006
369,1023,959,981,979,1011
370,1023,960,982,980,1006
371,1023,959,981,979,1007
372,1023,959,981,979,1008
374,1023,966,981,979,1007
375,1023,965,981,979,1007
376,1023,960,981,979,1007
378,1023,968,981,980,1007
379,1023,967,982,981,1007
380,1023,968,981,980,1007
386,1023,964,982,980,1007
429,1023,959,982,980,1008
430,1023,947,982,980,1008
431,1023,964,982,981,1008
432,1023,957,982,981,1008
453,1023,947,981,981,1014
